Name,Location,Address,Type,Capacity,Contact,BookingUrl,Lat,Lng,Image,Image2,Image3,Image4,Image5,Image6
Contra Costa County Fairgrounds,"Antioch, CA","1201 W 10th St, Antioch, CA 94509",Fairgrounds,1000,(925) 757-4400,https://www.contracostafair.com/facilities-rentals-venues,37.9745,-121.7986,,,,,,
McNears Beach Park,"San Rafael, CA","201 Cantera Way, San Rafael, CA 94901",Picnic Area/Beach,300,(415) 473-6387,https://www.parks.marincounty.org/parkspreserves/parks/mcnears-beach,38.0042,-122.4880,,,,,,
Deer Park Villa,"Fairfax, CA","367 Bolinas Rd, Fairfax, CA 94930",Event Venue,650,(415) 457-1962,https://www.deerparkvilla.com/,37.9877,-122.5898,,,,,,
Redwood Event Center,"Fairfax, CA","Fairfax, CA 94930",Event Venue,150,,https://redwoodeventcenter.com/,37.9870,-122.5890,,,,,,
Marin Center Lagoon Park,"San Rafael, CA","10 Avenue of the Flags, San Rafael, CA 94903",Fairgrounds/Park,Varies,(415) 499-6800,https://marincenter.marincounty.gov/,37.9990,-122.5290,,,,,,
Filoli Gardens,"Woodside, CA","86 Canada Rd, Woodside, CA 94062",Estate/Garden Venue,1000,(650) 364-8300,https://filoli.org/rentals/,37.4700,-122.3100,https://upload.wikimedia.org/wikipedia/commons/a/a5/Filoli_gardens_-_IMG_9309.JPG,https://upload.wikimedia.org/wikipedia/commons/8/8c/Garden_pool_in_Filoli%2C_Woodside%2C_California.jpg,,,,
Hakone Gardens,"Saratoga, CA","21000 Big Basin Way, Saratoga, CA 95070",Garden Venue,180,(408) 741-4994,https://www.hakone.com/plan-your-event,37.2590,-122.0699,,,,,,
Flood Park,"Menlo Park, CA","215 Bay Rd, Menlo Park, CA 94025",Picnic Area,200,(650) 363-4021,https://www.smcgov.org/parks/flood-park,37.4338,-122.1494,,,,,,
Huddart Park,"Woodside, CA","1100 Kings Mountain Rd, Woodside, CA 94062",Picnic Area/Shelter,100+,(650) 363-4021,https://www.smcgov.org/parks/huddart-park-reservable-facilities,37.4320,-122.3050,,,,,,
Blackberry Farm,"Cupertino, CA","21979 San Fernando Ave, Cupertino, CA 95014",Picnic Area/Park,400,(408) 777-3120,https://cupertino.gov/Parks-Recreation/Aquatics-and-Golf/Blackberry-Farm,37.3084,-122.0819,,,,,,
Kohl Mansion,"Burlingame, CA","2750 Adeline Dr, Burlingame, CA 94010",Estate/Garden Venue,300,(650) 762-1130,https://kohl-mansion.com/,37.5900,-122.3640,,,,,,
Lake Cunningham Regional Park,"San Jose, CA","2305 S White Rd, San Jose, CA 95148",Picnic Area,120,(408) 535-4070,https://www.sanjoseca.gov/,37.3190,-121.8030,,,,,,
Hellyer County Park,"San Jose, CA","985 Hellyer Ave, San Jose, CA 95111",Picnic Area,100+,(408) 225-0225,https://parks.santaclaracounty.gov/locations/hellyer-county-park,37.2818,-121.8262,,,,,,
Vasona Lake County Park,"Los Gatos, CA","333 Blossom Hill Rd, Los Gatos, CA 95032",Picnic Area,100+,(408) 356-2729,https://parks.santaclaracounty.gov/locations/vasona-lake-county-park,37.2306,-121.9631,,,,,,
Wente Vineyards,"Livermore, CA","5050 Arroyo Rd, Livermore, CA 94550",Winery/Event Venue,700,(925) 456-2300,https://wentevineyards.com/plan-your-event/,37.6258,-121.7517,,,,,,
Jack London State Historic Park,"Glen Ellen, CA","2400 London Ranch Rd, Glen Ellen, CA 95442",State Park/Event Venue,200+,(707) 938-5216,https://jacklondonpark.com/weddings-gatherings/,38.3550,-122.5370,,,,,,
Dimond Park (Redwood Grove),"Oakland, CA","3860 Hanly Rd, Oakland, CA 94602",Park/Picnic Area,100,(510) 238-3420,https://www.oaklandca.gov/topics/dimond-park-picnic-areas,37.8110,-122.2100,,,,,,
MLK Jr. Regional Shoreline Picnic Areas,"MLK Jr. Shoreline, Oakland","Swan Way, Oakland, CA 94621",Picnic Area,100+,1-888-327-2757,https://www.ebparks.org/recreation/picnics/martin-luther-king-jr-picnic-areas,37.7320,-122.2100,,,,,,
Dolores Park,"Mission District, San Francisco","19th & Dolores St, San Francisco, CA 94114",Park/Picnic Area,100 (weekdays),(415) 831-5500,https://sfrecpark.org/814/Dolores-Park-Childrens-Picnic-Areas,37.7596,-122.4269,https://upload.wikimedia.org/wikipedia/commons/9/94/Dolores_Park_San_Francisco_March_2014_panorama.jpg,,,,,
McLaren Park Shelley Drive Picnic,"McLaren Park, San Francisco","John F. Shelley Dr, San Francisco, CA 94134",Picnic Area,100,(415) 831-5500,https://sfrecpark.org/956/John-McLaren-Park-John-F-Shelley-Drive,37.7192,-122.4223,,,,,,
Presidio Western Lawn (Tunnel Tops),"Presidio, San Francisco","211 Lincoln Blvd, San Francisco, CA 94129",Outdoor Lawn Venue,200,outdoorevents@presidiotrust.gov,https://presidio.gov/plan-an-event/lawn-rentals-and-special-use-permits,37.8035,-122.4585,,,,,,
Graham Street Lawn,"Presidio, San Francisco","Graham St, San Francisco, CA 94129",Outdoor Lawn Venue,200,outdoorevents@presidiotrust.gov,https://presidio.gov/plan-an-event/lawn-rentals-and-special-use-permits,37.7985,-122.4530,,,,,,
Civil War Parade Lawn,"Presidio, San Francisco","Lincoln Blvd, San Francisco, CA 94129",Outdoor Lawn Venue,3000,outdoorevents@presidiotrust.gov,https://presidio.gov/plan-an-event/lawn-rentals-and-special-use-permits,37.7982,-122.4620,,,,,,
Richmond Marina Bay Park,"Richmond, CA","Marina Bay Pkwy, Richmond, CA 94804",Park,100-500,(510) 620-6793,https://www.ci.richmond.ca.us/2075/Parks-Facilities,37.9115,-122.3545,,,,,,
